district_name,district_id,school_name,school_id,subject,grade,n1,ss1,n2,ss2,predicted,residuals,resid_z,resid_t,cooks,test_year,tprob,flagged_t95
DELAVAN DARIEN,1380,DARIEN EL,10,math,4,37,426.6,35,449,459.8244724,-10.82447237,-1.106333299,-1.106455745,0.000697693,2008,0.138148366,0
DELAVAN DARIEN,1380,TURTLE CREEK EL,45,math,4,73,409.7,79,443.6,445.9801238,-2.380123828,-0.243408671,-0.243295614,6.89E-05,2008,0.404207556,0
DELAVAN DARIEN,1380,WILEMAN EL,100,math,4,26,418.8,35,444.9,453.4347731,-8.534773045,-0.872485781,-0.872382873,0.00058685,2008,0.194559434,0
EAST TROY COMM,1540,PRAIRIE VIEW EL,100,math,4,78,448.6,80,480.4,477.8467013,2.553298748,0.260991592,0.26087151,4.60E-05,2008,0.397435213,0
EDGERTON,1568,EDGERTON COMM,40,math,4,96,445.3,92,483.3,475.1433669,8.156633079,0.833684136,0.833558548,0.000414389,2008,0.203356204,0
ELKHORN AREA,1638,JACKSON EL,120,math,4,63,444.3,63,473.3,474.3241747,-1.024174699,-0.104678184,-0.10462707,6.32E-06,2008,0.458504737,0
ELKHORN AREA,1638,TIBBETS EL,80,math,4,56,432.6,57,480.1,464.7396257,15.3603743,1.569823522,1.570960509,0.001233103,2008,0.060912708,0
ELKHORN AREA,1638,WEST SIDE EL,100,math,4,49,443.7,51,478.3,473.8326594,4.467340634,0.456590161,0.456411707,0.000117986,2008,0.325035217,0
EVANSVILLE COMM,1694,T ROBINSON INT,100,math,4,124,442.6,120,462.9,472.9315479,-10.03154792,-1.025268762,-1.025294686,0.000576235,2008,0.153651918,0
GENOA CITY J2,2051,BROOKWOOD EL,20,math,4,64,411.1,67,458.7,447.1269929,11.57300706,1.183454963,1.183689248,0.001529268,2008,0.120390964,0
JANESVILLE,2695,ADAMS EL,20,math,4,55,445.8,53,469.2,475.552963,-6.352963031,-0.649339033,-0.649153563,0.000255833,2008,0.259548079,0
JANESVILLE,2695,JACKSON EL,140,math,4,42,402.6,38,446.5,440.1638591,6.336140947,0.648254217,0.648068607,0.00066745,2008,0.260471124,0
JANESVILLE,2695,JEFFERSON EL,160,math,4,40,441.4,38,464.7,471.9485173,-7.248517256,-0.740818414,-0.740653327,0.000291764,2008,0.231789142,0
JANESVILLE,2695,LINCOLN EL,200,math,4,49,429.2,48,463.8,461.9543722,1.845627849,0.188628087,0.188538272,1.89E-05,2008,0.425633228,0
JANESVILLE,2695,MADISON EL,220,math,4,52,417.2,52,449.6,452.1240655,-2.52406549,-0.258042692,-0.257923772,5.51E-05,2008,0.39875185,0
JANESVILLE,2695,ROOSEVELT EL,320,math,4,35,441.2,34,480.6,471.7846788,8.815321189,0.900947864,0.90086406,0.00042952,2008,0.187094217,0
JANESVILLE,2695,VAN BUREN EL,330,math,4,52,451.5,48,473.7,480.2223587,-6.522358695,-0.666757145,-0.666574246,0.000339258,2008,0.254151612,0
JANESVILLE,2695,WASHINGTON EL,340,math,4,57,424.1,56,465.3,457.7764918,7.52350818,0.768991749,0.768836534,0.000367121,2008,0.222639699,0
JANESVILLE,2695,WILSON EL,360,math,4,43,427,42,454.1,460.1521493,-6.052149263,-0.618565749,-0.618377155,0.000215449,2008,0.269873555,0
JOHNSON CREEK,2730,JOHNSONCREEK EL,20,math,4,30,447.7,36,464.1,477.1094283,-13.00942825,-1.329758535,-1.330263564,0.001151964,2008,0.096017442,0
LAKE GENEVA J1,2885,CENTRAL EL,20,math,4,65,439.7,62,455.5,470.5558905,-15.05589048,-1.538725164,-1.53976598,0.001215159,2008,0.064394586,0
LAKE GENEVA J1,2885,EASTVIEW EL,80,math,4,36,433.8,32,453.9,465.7226564,-11.82265637,-1.20826417,-1.208538811,0.000723087,2008,0.117989114,0
LAKE GENEVA J1,2885,STAR CENTER EL,120,math,4,45,426.2,46,455.8,459.4967955,-3.696795486,-0.377839907,-0.377679979,8.24E-05,2008,0.353721964,0
LAKE MILLS AREA,2898,PROSPECT STR,100,math,4,73,433.6,82,469.9,465.5588179,4.341182074,0.443664939,0.443488989,9.76E-05,2008,0.329297219,0
MADISON METROPO,3269,ALLIS EL,225,math,4,54,421.8,61,428.5,455.8923497,-27.39234971,-2.799985298,-2.809495822,0.005322331,2008,0.003344499,1
MADISON METROPO,3269,CESAR CHAVEZ EL,110,math,4,79,445.1,81,468,474.9795285,-6.979528476,-0.713370144,-0.713197115,0.000301342,2008,0.238899556,0
MADISON METROPO,3269,CRESTWOOD EL,105,math,4,60,457.9,56,491.9,485.4651889,6.434811086,0.657975031,0.657790762,0.000440842,2008,0.256708193,0
MADISON METROPO,3269,ELVEHJEM EL,165,math,4,64,432.9,66,478.8,464.9853834,13.81461663,1.411845585,1.41253898,0.000994324,2008,0.081280789,0
MADISON METROPO,3269,EMERSON EL,180,math,4,37,408,40,437.5,444.5874971,-7.087497051,-0.724885391,-0.724715497,0.000659776,2008,0.236476192,0
MADISON METROPO,3269,FALK EL,210,math,4,46,430,42,440.9,462.6097259,-21.70972593,-2.218771296,-2.223084294,0.002567318,2008,0.015891233,1
MADISON METROPO,3269,GLENDALE EL,255,math,4,34,388.3,39,434.7,428.4494103,6.250589717,0.640249402,0.640062824,0.001132327,2008,0.262986223,0
MADISON METROPO,3269,GOMPERS EL,675,math,4,40,429.5,42,462.9,462.2001298,0.699870183,0.071528339,0.071493206,2.70E-06,2008,0.471676422,0
MADISON METROPO,3269,HAWTHORNE EL,48,math,4,47,422.6,45,444.2,456.5477035,-12.34770349,-1.262127888,-1.262497814,0.001047298,2008,0.106710088,0
MADISON METROPO,3269,HUEGEL EL,660,math,4,66,425.9,65,461,459.2510378,1.748962181,0.178757913,0.178672478,1.86E-05,2008,0.429379642,0
MADISON METROPO,3269,KENNEDY EL,375,math,4,63,458.7,68,491.3,486.1205427,5.179457308,0.529632056,0.529443883,0.000296246,2008,0.299123762,0
MADISON METROPO,3269,LAKE VIEW EL,435,math,4,34,414.6,31,441.3,449.9941657,-8.694165714,-0.888921967,-0.888829832,0.000735553,2008,0.19058314,0
MADISON METROPO,3269,LEOPOLD EL,475,math,4,78,432.2,86,455.7,464.4119488,-8.711948816,-0.89035944,-0.89026828,0.000398531,2008,0.187917379,0
MADISON METROPO,3269,LINCOLN EL,15,math,4,107,429.5,94,465.4,462.2001298,3.199870183,0.327034077,0.326889875,5.64E-05,2008,0.372242884,0
MADISON METROPO,3269,LINDBERGH EL,65,math,4,25,417.3,28,441.9,452.2059847,-10.30598471,-1.053607461,-1.053664773,0.00091458,2008,0.150687419,0
MADISON METROPO,3269,LOWELL EL,495,math,4,29,446.4,24,466.5,476.0444784,-9.544478364,-0.97555814,-0.975534867,0.000590133,2008,0.169722268,0
MADISON METROPO,3269,MARQUETTE EL,525,math,4,60,454.4,56,480.7,482.5980161,-1.898016138,-0.194047701,-0.193955503,3.27E-05,2008,0.423462652,0
MADISON METROPO,3269,MENDOTA EL,555,math,4,41,421.2,35,450.2,455.4008344,-5.200834377,-0.531626756,-0.531438429,0.000196654,2008,0.299285098,0
MADISON METROPO,3269,MUIR EL,390,math,4,55,470.7,57,484.8,495.9508494,-11.15084935,-1.141070309,-1.141240629,0.002320504,2008,0.129313337,0
MADISON METROPO,3269,ORCHARD RIDGE,615,math,4,36,441.6,34,473.8,472.1123557,1.6876443,0.172482333,0.172399709,1.59E-05,2008,0.432088146,0
MADISON METROPO,3269,RANDALL EL,645,math,4,87,450.1,84,487.7,479.0754896,8.624510415,0.881613263,0.881516251,0.000558478,2008,0.190292066,0
MADISON METROPO,3269,SANDBURG EL,40,math,4,50,450,46,480.4,478.9935704,1.406429637,0.14376738,0.143697868,1.48E-05,2008,0.443190318,0
MADISON METROPO,3269,SCHENK EL,300,math,4,47,434.8,52,466.2,466.5418486,-0.341848593,-0.03493653,-0.034919303,6.02E-07,2008,0.486140202,0
MADISON METROPO,3269,SHOREWOOD HILLS,735,math,4,39,463.9,44,513.5,490.3803422,23.11965776,2.364786155,2.370169901,0.007460847,2008,0.011167715,1
MADISON METROPO,3269,STEPHENS EL,270,math,4,76,467.7,77,498.7,493.4932727,5.206727313,0.532694989,0.532506584,0.000446278,2008,0.297964344,0
MADISON METROPO,3269,THOREAU EL,780,math,4,45,432.9,45,473,464.9853834,8.014616629,0.819089042,0.818955895,0.000334669,2008,0.208612659,0
MADISON METROPO,3269,VAN HISE EL,795,math,4,35,481.2,39,497.6,504.5523677,-6.95236768,-0.712062489,-0.711889122,0.001350332,2008,0.240440698,0
MCFARLAND,3381,WAUBESA INT,40,math,4,152,460.4,157,495.5,487.5131695,7.986830532,0.816772682,0.816638382,0.000761085,2008,0.207690218,0
MIDDLETON CROSS,3549,ELM LAWN EL,40,math,4,77,461.1,82,499.3,488.086604,11.21339598,1.146779091,1.146957667,0.00154852,2008,0.127387906,0
MIDDLETON CROSS,3549,NORTHSIDE EL,90,math,4,68,461.1,71,482.8,488.086604,-5.286604024,-0.540653962,-0.540465021,0.000344188,2008,0.295295974,0
MIDDLETON CROSS,3549,SAUK TRAIL EL,120,math,4,41,448.4,42,468.8,477.6828628,-8.882862808,-0.907978334,-0.90789958,0.000552207,2008,0.184618512,0
MIDDLETON CROSS,3549,SUNSETRIDGE EL,150,math,4,75,465.8,81,499.1,491.9368075,7.163192534,0.732769082,0.732601497,0.000778412,2008,0.232971296,0
MIDDLETON CROSS,3549,W MIDDLETON EL,160,math,4,32,450,38,486.8,478.9935704,7.806429637,0.797985132,0.797841967,0.000455621,2008,0.215026603,0
MONROE,3682,NORTHSIDE EL,140,math,4,58,456.7,60,485.4,484.4821583,0.917841752,0.093846462,0.093800537,8.49E-06,2008,0.462792713,0
MOUNT HOREB,3794,MOUNT HOREB INT,100,math,4,155,443.2,159,474.8,473.4230633,1.376936745,0.140730371,0.140662267,1.10E-05,2008,0.444157962,0
NORTH CAPE,4690,NORTH CAPE EL,20,math,4,20,493.5,20,506.1,514.628432,-8.528432007,-0.874635455,-0.874533916,0.003052473,2008,0.196374101,0
OREGON,4144,NETHERWOOD EL,40,math,4,81,439.1,85,474,470.0643752,3.935624854,0.402222258,0.402055786,8.22E-05,2008,0.344332089,0
OREGON,4144,PRAIRIE VIEW EL,50,math,4,83,450.5,88,485.5,479.4031665,6.096833527,0.623237171,0.623048938,0.000283886,2008,0.267441127,0
PARIS J1,4235,PARIS EL,20,math,4,24,456.9,22,505.5,484.6459967,20.85400331,2.13227572,2.136021897,0.004423153,2008,0.022305849,1
PARKVIEW,4151,ORFORDVILLE EL,60,math,4,52,425.1,51,455.2,458.595684,-3.395684042,-0.347071598,-0.346920874,7.22E-05,2008,0.365053347,0
RANDALL J1,4627,RANDALL CONS,20,math,4,77,443.4,76,461.8,473.5869017,-11.7869017,-1.204688968,-1.204957658,0.000813958,2008,0.116004014,0
SALEM,5068,SALEM EL,20,math,4,101,421,100,458.1,455.2369959,2.863004067,0.292656578,0.292524458,6.01E-05,2008,0.38524893,0
SILVER LAKE J1,5369,RIVERVIEW EL,20,math,4,57,445.1,56,470.3,474.9795285,-4.679528476,-0.478289603,-0.478107456,0.00013546,2008,0.317234329,0
STOUGHTON AREA,5621,FOX PRAIRIE EL,160,math,4,71,462.2,75,485.2,488.9877155,-3.787715468,-0.387387659,-0.387225088,0.000185651,2008,0.349850512,0
SUN PRAIRIE,5656,BIRD EL,20,math,4,64,438.5,70,471.3,469.5728598,1.727140187,0.176513575,0.176429142,1.57E-05,2008,0.430236813,0
SUN PRAIRIE,5656,EASTSIDE EL,40,math,4,68,461.3,77,486.8,488.2504425,-1.450442468,-0.148336398,-0.148264774,2.61E-05,2008,0.441263246,0
SUN PRAIRIE,5656,HORIZON EL,150,math,4,43,447.8,52,475.3,477.1913475,-1.891347475,-0.193324551,-0.19323267,2.44E-05,2008,0.423772131,0
SUN PRAIRIE,5656,NORTHSIDE EL,60,math,4,75,443,78,472.7,473.2592248,-0.559224811,-0.057155612,-0.057127486,1.81E-06,2008,0.477295814,0
SUN PRAIRIE,5656,ROYAL OAKS EL,70,math,4,71,465.6,68,483.6,491.772969,-8.172969021,-0.836055188,-0.835930876,0.001004569,2008,0.203082565,0
SUN PRAIRIE,5656,WESTSIDE EL,140,math,4,60,434.1,55,460.5,465.968414,-5.468414037,-0.558866231,-0.558676449,0.000154445,2008,0.289346003,0
TWIN LAKES 4,5817,LAKEWOOD EL,20,math,4,38,439.1,36,461.3,470.0643752,-8.764375146,-0.895722253,-0.895634782,0.000407697,2008,0.188283277,0
UNION GROVE J1,5859,UNION GROVE EL,20,math,4,50,451.2,52,477.9,479.976601,-2.076601029,-0.212281317,-0.212181232,3.39E-05,2008,0.416405696,0
VERONA AREA,5901,COUNTRY VIEW EL,90,math,4,79,465.1,86,491.2,491.3633729,-0.163372911,-0.016711743,-0.016703495,3.93E-07,2008,0.493356152,0
VERONA AREA,5901,NEW CENTURY,140,math,4,12,444.7,13,487.8,474.6518516,13.14814841,1.343847594,1.344383014,0.001055116,2008,0.101843818,0
VERONA AREA,5901,STONER PRAIRIE,60,math,4,68,446.3,68,490,475.9625591,14.03744086,1.434788588,1.435539619,0.001271821,2008,0.077892836,0
VERONA AREA,5901,SUGAR CREEK EL,80,math,4,40,451.9,37,490.9,480.5500356,10.34996442,1.058053677,1.058116139,0.00086939,2008,0.148525549,0
WATERFORD GRADE,6113,EVERGREEN EL,15,math,4,63,456.5,64,477.6,484.3183198,-6.718319804,-0.68692128,-0.686742106,0.000450748,2008,0.247382675,0
WATERFORD GRADE,6113,TRAILSIDE EL,100,math,4,47,460.9,51,477.9,487.9227656,-10.02276558,-1.025004095,-1.025029738,0.001226005,2008,0.155141434,0
WATERFORD GRADE,6113,WOODFIELD EL,110,math,4,59,462.2,61,494.9,488.9877155,5.912284532,0.604677433,0.604488003,0.000452328,2008,0.273899204,0
WATERLOO,6118,WATERLOO EL,20,math,4,46,444.2,48,471.7,474.2422555,-2.542255477,-0.259836723,-0.259717096,3.88E-05,2008,0.398108166,0
WATERTOWN,6125,DOUGLAS EL,40,math,4,39,429.9,43,453.1,462.5278067,-9.427806706,-0.963539094,-0.963505014,0.000485176,2008,0.170404564,0
WATERTOWN,6125,SCHURZ EL,100,math,4,36,431.1,37,471.5,463.5108374,7.989162628,0.816497481,0.816363046,0.000340583,2008,0.209830941,0
WATERTOWN,6125,WEBSTER EL,160,math,4,62,431.9,73,462.5,464.1661912,-1.66619115,-0.170284741,-0.170203107,1.46E-05,2008,0.432663883,0
WAUNAKEE COMM,6181,PRAIRIE EL,100,math,4,85,473.1,88,496,497.9169107,-1.916910684,-0.196193529,-0.196100393,7.56E-05,2008,0.422494457,0
WHEATLAND J1,6412,WHEATLAND EL,20,math,4,30,439.7,34,477.5,470.5558905,6.944109521,0.709694061,0.709520091,0.000258496,2008,0.241492616,0
WISCONSIN HGTS,469,MAZOMANIE EL,40,math,4,28,424.5,29,455,458.1041687,-3.104168709,-0.317280003,-0.317139118,6.16E-05,2008,0.376745385,0
BOSCOBEL AREA,609,BOSCOBEL EL,20,math,4,51,435.5,50,463.4,467.1152832,-3.715283148,-0.379697569,-0.379537119,7.11E-05,2008,0.352964499,0
DODGEVILLE,1428,RIDGEWAY EL,60,math,4,13,425.9,15,447.9,459.2510378,-11.35103782,-1.160166786,-1.160365159,0.000784649,2008,0.132652874,0
HIGHLAND,2527,HIGHLAND EL,20,math,4,19,434.1,16,459.1,465.968414,-6.868414037,-0.701944776,-0.701768914,0.000243648,2008,0.24678447,0
RICHLAND,4851,DOUDNA EL,30,math,4,59,422.2,70,465.4,456.2200266,9.179973401,0.93834635,0.938290951,0.000588169,2008,0.175683899,0
ARCADIA,154,ARCADIA EL,20,math,4,68,426.4,69,465.3,459.6606339,5.63936607,0.576382907,0.576192834,0.000190565,2008,0.283193565,0
HOLMEN,2562,EVERGREEN EL,10,math,4,91,436.7,89,468.5,468.0983138,0.401686186,0.04105194,0.041031707,8.35E-07,2008,0.483681785,0
HOLMEN,2562,SAND LAKE EL,160,math,4,70,439.5,74,468.1,470.392052,-2.292052035,-0.234249305,-0.234139997,2.81E-05,2008,0.407765858,0
HOLMEN,2562,VIKING EL,100,math,4,102,440.2,102,466.7,470.9654866,-4.26548659,-0.435938546,-0.435764198,9.84E-05,2008,0.331968873,0
INDEPENDENCE,2632,INDEPENDENCE EL,20,math,4,16,442.9,16,497.9,473.1773056,24.72269441,2.526780805,2.533529963,0.003529297,2008,0.011467104,1
LA CROSSE,2849,EMERSON EL,60,math,4,30,440.7,32,473.2,471.3750827,1.824917299,0.186510026,0.186421146,1.82E-05,2008,0.42666456,0
LA CROSSE,2849,NORTH WOODS INT,111,math,4,50,418.5,51,462.7,453.1890154,9.510984621,0.97229106,0.972264808,0.000738454,2008,0.167799537,0
LA CROSSE,2849,SPENCE EL,290,math,4,48,443.4,56,460.7,473.5869017,-12.8869017,-1.317115278,-1.317593704,0.00097297,2008,0.096551015,0
LA CROSSE,2849,STATE ROAD EL,320,math,4,38,444.8,36,478.3,474.7337708,3.56622919,0.364498306,0.364342244,7.79E-05,2008,0.358897254,0
LA CROSSE,2849,SUMMIT EL,340,math,4,40,438.1,43,456.6,469.2451829,-12.64518292,-1.292333371,-1.292761462,0.000837267,2008,0.1015801,0
ONALASKA,4095,EAGLE BLUFF EL,20,math,4,81,438.9,84,486.8,469.9005367,16.8994633,1.727128513,1.728823123,0.00151123,2008,0.043779438,0
ONALASKA,4095,NORTHERN HILLS,30,math,4,52,413,55,452.7,448.6834582,4.016541841,0.410694201,0.410525618,0.000168897,2008,0.34152241,0
ONALASKA,4095,PERTZSCH EL,60,math,4,50,425.6,52,452.8,459.0052802,-6.205280153,-0.634232932,-0.634045707,0.000236847,2008,0.26444237,0
TOMAH AREA,5747,LA GRANGE EL,40,math,4,37,410.4,36,440.2,446.5535584,-6.353558383,-0.649737318,-0.649551901,0.000475827,2008,0.260111071,0
TOMAH AREA,5747,LEMONWEIR EL,60,math,4,33,408.9,36,443.7,445.3247701,-1.62477005,-0.166167805,-0.166088031,3.33E-05,2008,0.434521707,0
TOMAH AREA,5747,MILLER EL,100,math,4,34,429.8,37,455.1,462.4458875,-7.345887484,-0.750763973,-0.750602168,0.000295181,2008,0.228885208,0
VIROQUA AREA,5985,VIROQUA EL,180,math,4,55,443.2,56,476.4,473.4230633,2.976936745,0.304259012,0.304122694,5.16E-05,2008,0.381091045,0
WHITEHALL,6426,SUNSET EL,80,math,4,53,427.9,57,457.8,460.8894223,-3.089422263,-0.315752835,-0.315612477,5.47E-05,2008,0.376734952,0
ADAMS FRIEND,14,ADAMS FRIEND EL,130,math,4,46,439.6,46,457.9,470.4739713,-12.57397126,-1.285069698,-1.285483485,0.000846065,2008,0.102599879,0
AUBURNDALE,203,AUBURNDALE EL,40,math,4,59,453.6,59,473.9,481.9426624,-8.042662361,-0.822233392,-0.822101828,0.000566245,2008,0.207192925,0
BARABOO,280,EAST EL,60,math,4,53,436.5,58,474.1,467.9344754,6.165524631,0.630110314,0.629922684,0.000196398,2008,0.26563115,0
BARABOO,280,SOUTH EL,180,math,4,47,437.2,43,455.7,468.5079099,-12.80790992,-1.308958269,-1.309419864,0.000851419,2008,0.098755209,0
BARABOO,280,WILLSON EL,110,math,4,53,444.3,56,472.1,474.3241747,-2.224174699,-0.227327007,-0.22722057,2.98E-05,2008,0.410547366,0
LODI,3150,LODI EL,40,math,4,121,445,123,480.5,474.8976093,5.602390746,0.572613222,0.572423168,0.0001935,2008,0.284044347,0
MARSHFIELD,3339,GRANT EL,40,math,4,77,447.7,74,470.7,477.1094283,-6.409428253,-0.655139623,-0.654954944,0.000279615,2008,0.257277646,0
MARSHFIELD,3339,MADISON EL,100,math,4,38,445.9,33,482.3,475.6348823,6.665117746,0.681245974,0.681065669,0.000282599,2008,0.250364547,0
MARSHFIELD,3339,NASONVILLE EL,140,math,4,43,462.9,40,493.4,489.56115,3.838849977,0.392632796,0.392468815,0.000196761,2008,0.348424341,0
MARSHFIELD,3339,WASHINGTON EL,180,math,4,40,448.7,40,475.2,477.9286205,-2.728620474,-0.278913289,-0.278786293,5.27E-05,2008,0.390940905,0
MAUSTON,3360,GRAYSIDE EL,100,math,4,74,423.7,75,455.1,457.4488149,-2.348814932,-0.240078972,-0.239967271,3.63E-05,2008,0.405509559,0
NECEDAH AREA,3871,NECEDAH EL,20,math,4,48,433.5,50,465.7,465.4768987,0.223101296,0.022800762,0.022789511,2.58E-07,2008,0.490955365,0
PARDEEVILLE,4228,PARDEEVILLE EL,60,math,4,36,420.6,49,456.6,454.909319,1.690680956,0.172823633,0.172740856,2.13E-05,2008,0.431790733,0
PORTAGE COMM,4501,MUIR EL,90,math,4,74,427.1,79,468.2,460.2340685,7.965931515,0.814164339,0.814028759,0.000372132,2008,0.209053343,0
PORTAGE COMM,4501,RUSCH EL,140,math,4,29,442.2,29,467.5,472.603871,-5.103871033,-0.521635247,-0.521447751,0.000147571,2008,0.303077627,0
POYNETTE,4536,POYNETTE EL,60,math,4,42,429.9,44,473.7,462.5278067,11.17219329,1.141818595,1.141989991,0.000681326,2008,0.12988882,0
REEDSBURG,4753,LOGANVILLE EL,40,math,4,16,429.6,15,474.7,462.282049,12.41795096,1.269141606,1.269524729,0.000847206,2008,0.112476016,0
REEDSBURG,4753,PINEVIEW EL,180,math,4,57,427.7,62,451.3,460.7255838,-9.425583818,-0.963339955,-0.963305699,0.00051202,2008,0.169598737,0
REEDSBURG,4753,WEST SIDE EL,160,math,4,34,425.9,40,454.1,459.2510378,-5.151037819,-0.526477234,-0.526289316,0.000161582,2008,0.300833803,0
SAUK PRAIRIE,5100,GRAND AVE EL,30,math,4,31,453.5,132,482,481.8607431,0.139256861,0.01423673,0.014229703,1.69E-07,2008,0.494334186,0
STEVENS POINT,5607,BANNACH EL,50,math,4,52,453,50,488.2,481.451147,6.748852972,0.689946821,0.689768277,0.000388135,2008,0.246796939,0
STEVENS POINT,5607,JEFFERSON ARTS,140,math,4,36,440.8,50,492,471.4570019,20.54299808,2.099535908,2.103080102,0.002311838,2008,0.020308699,1
STEVENS POINT,5607,MADISON EL,190,math,4,58,453.1,55,483.7,481.5330663,2.16693375,0.221530163,0.221426156,4.02E-05,2008,0.412797915,0
STEVENS POINT,5607,MCKINLEY CTR,100,math,4,62,438.5,52,478.3,469.5728598,8.727140187,0.891912958,0.891822858,0.000400782,2008,0.188338197,0
STEVENS POINT,5607,PLOVER WHITING,250,math,4,40,440.4,43,474.7,471.129325,3.570674966,0.364928602,0.364772413,6.93E-05,2008,0.358555831,0
STEVENS POINT,5607,ROOSEVELT IDEA,260,math,4,44,449.8,48,500.1,478.8297319,21.27026808,2.174266185,2.178281447,0.003354149,2008,0.017217819,1
STEVENS POINT,5607,WASHINGTON CTR,280,math,4,39,440.7,42,482.7,471.3750827,11.3249173,1.15742813,1.157622402,0.00070108,2008,0.126858845,0
WAUPACA,6195,WAUPACA EL,70,math,4,67,436,139,474.4,467.5248793,6.875120741,0.702629604,0.702453904,0.000243708,2008,0.241789668,0
WESTFIELD,6335,COLOMA EL,20,math,4,12,448.8,11,473.6,478.0105397,-4.410539697,-0.450836435,-0.450659069,0.000138363,2008,0.330924421,0
WILD ROSE,6475,WILD ROSE EL,40,math,4,30,431.7,32,464.5,464.0023527,0.497647295,0.050859627,0.050834583,1.31E-06,2008,0.479891739,0
WISCONSIN DELLS,6678,SPRING HILL EL,120,math,4,49,454.9,50,481.3,483.0076123,-1.707612249,-0.174584821,-0.174501252,2.71E-05,2008,0.43109528,0
WISCONSIN RAPID,6685,GRANT EL,60,math,4,56,441.2,62,461.3,471.7846788,-10.48467881,-1.071560386,-1.071638878,0.000607599,2008,0.144051945,0
WISCONSIN RAPID,6685,GROVE EL,80,math,4,40,421.2,38,468.6,455.4008344,13.19916562,1.349212278,1.349759477,0.001266628,2008,0.092646894,0
WISCONSIN RAPID,6685,HOWE EL,120,math,4,39,447.6,43,481.7,477.027509,4.67249097,0.477597391,0.477415352,0.000148021,2008,0.317770773,0
WISCONSIN RAPID,6685,MEAD EL,100,math,4,55,449.2,49,465.6,478.3382166,-12.73821659,-1.302089343,-1.302536966,0.001173244,2008,0.099473969,0
WISCONSIN RAPID,6685,VESPER EL,260,math,4,12,449.4,11,477.6,478.502055,-0.90205503,-0.092207805,-0.092162668,5.93E-06,2008,0.464194485,0
WISCONSIN RAPID,6685,WASHINGTON EL,280,math,4,25,444.6,36,479.3,474.5699324,4.730067635,0.483450415,0.483267487,0.000136105,2008,0.315957684,0
WISCONSIN RAPID,6685,WOODSIDE EL,300,math,4,46,451.9,54,483.6,480.5500356,3.049964416,0.31179103,0.311652051,7.55E-05,2008,0.378263825,0
APPLETON AREA,147,BADGER EL,60,math,4,28,427.8,32,465.6,460.807503,4.792496959,0.489815463,0.489631624,0.000132002,2008,0.313920831,0
APPLETON AREA,147,COLUMBUS EL,80,math,4,15,438.1,15,464.8,469.2451829,-4.445182924,-0.454296175,-0.454118149,0.000103465,2008,0.328352189,0
APPLETON AREA,147,FERBER EL,130,math,4,83,452.4,83,477.9,480.9596317,-3.059631695,-0.3127847,-0.312645374,7.77E-05,2008,0.377671914,0
APPLETON AREA,147,HIGHLANDS EL,180,math,4,52,415.6,48,455.8,450.8133579,4.986642064,0.509830703,0.509644386,0.000231203,2008,0.306342731,0
APPLETON AREA,147,HORIZONS EL,190,math,4,46,426,47,468.8,459.332957,9.467042959,0.967605609,0.967575139,0.00054401,2008,0.169158245,0
APPLETON AREA,147,HOUDINI EL,195,math,4,76,434.8,75,464.7,466.5418486,-1.841848593,-0.188234792,-0.18814515,1.75E-05,2008,0.425638928,0
APPLETON AREA,147,HUNTLEY EL,200,math,4,66,422.8,74,474,456.7115419,17.28845807,1.767140979,1.768997291,0.002036995,2008,0.040535652,0
APPLETON AREA,147,JEFFERSON EL,240,math,4,40,441.7,43,461.2,472.1942749,-10.99427492,-1.123649492,-1.1237953,0.000676103,2008,0.133741136,0
APPLETON AREA,147,JOHNSTON EL,260,math,4,60,432.1,54,465.7,464.3300296,1.369970406,0.140010793,0.139943023,9.87E-06,2008,0.44461774,0
APPLETON AREA,147,LINCOLN EL,280,math,4,29,426.1,32,445.5,459.4148763,-13.91487626,-1.422206172,-1.422925318,0.001171444,2008,0.082371993,0
APPLETON AREA,147,MCKINLEY EL,320,math,4,51,410.6,54,448.1,446.7173968,1.382603173,0.141388448,0.141320039,2.23E-05,2008,0.444076456,0
APPLETON AREA,147,ODYSSEY MAGELLN,210,math,4,13,493.1,17,527.7,514.3007551,13.39924488,1.374097152,1.374700511,0.007443097,2008,0.094086218,0
APPLETON AREA,147,WIS CONNECTIONS,125,math,4,29,426.2,40,459.2,459.4967955,-0.296795486,-0.030334699,-0.030319736,5.31E-07,2008,0.487983345,0
BEAVER DAM,336,JEFFERSON EL,80,math,4,38,432.1,34,492.9,464.3300296,28.56997041,2.919847168,2.930764483,0.004291433,2008,0.003048212,1
BEAVER DAM,336,LINCOLN EL,100,math,4,36,454.2,35,476.9,482.4341777,-5.534177694,-0.56579397,-0.565604011,0.000275462,2008,0.287688479,0
BEAVER DAM,336,WASHINGTON EL,160,math,4,36,441.3,39,460.1,471.866598,-11.76659803,-1.202577208,-1.202842405,0.000767034,2008,0.118239228,0
BERLIN AREA,434,CLAY EL,60,math,4,91,441,89,473.7,471.6208404,2.079159633,0.212494805,0.212394629,2.38E-05,2008,0.41614519,0
CAMPBELLSPORT,910,CAMPBELLSPT EL,20,math,4,44,454,47,484.1,482.2703393,1.829660751,0.187056342,0.18696722,2.98E-05,2008,0.426254266,0
DODGELAND,2744,DODGELAND EL,40,math,4,39,437.4,40,458.2,468.6717484,-10.47174837,-1.070205295,-1.070282153,0.000570103,2008,0.145535835,0
